Country	 Product 	Units Sold	 Manufacturing Price 	 Sale Price 	 Gross Sales 	 Discounts 	  Sales 	 COGS 	 Profit 	Date	 Month Name 	Year	
Japan	 Vermont 	3914	 $10.00 	 $15.00 	" $58,710.00 "	" $3,051.75 "	" $55,658.25 "	" $15,650.00 "	" $40,008.25 "	10/1/2019	 October 	2019	
Japan	 Vermont 	524	 $10.00 	 $20.00 	" $10,480.00 "	" $3,247.40 "	" $7,232.60 "	" $12,490.00 "	" $(5,257.40)"	10/1/2019	 October 	2019	
India	 Vermont 	3095	 $10.00 	 $350.00 	" $1,083,250.00 "	" $16,243.50 "	" $1,067,006.50 "	" $92,820.00 "	" $974,186.50 "	11/1/2019	 November 	2019	
India	 Vermont 	2410	 $10.00 	 $12.00 	" $28,920.00 "	" $1,580.28 "	" $27,339.72 "	" $3,039.00 "	" $24,300.72 "	12/1/2019	 December 	2019	
United Kingdom	 Burlington 	4263	 $120.00 	 $15.00 	" $63,945.00 "	" $7,795.13 "	" $56,149.88 "	" $39,975.00 "	" $16,174.88 "	1/1/2019	 January 	2019	
Japan	 Burlington 	2239	 $120.00 	 $350.00 	" $783,650.00 "	" $119,756.00 "	" $663,894.00 "	" $684,320.00 "	" $(20,426.00)"	6/1/2019	 June 	2019	
United Kingdom	 Burlington 	569	 $120.00 	 $7.00 	" $3,983.00 "	" $1,082.90 "	" $2,900.10 "	" $5,950.00 "	" $(3,049.90)"	6/1/2019	 June 	2019	
Brazil	 Burlington 	3889	 $120.00 	 $12.00 	" $46,668.00 "	 $942.24 	" $45,725.76 "	" $1,812.00 "	" $43,913.76 "	6/1/2019	 June 	2019	
India	 Burlington 	1378	 $120.00 	 $15.00 	" $20,670.00 "	" $1,287.00 "	" $19,383.00 "	" $6,600.00 "	" $12,783.00 "	9/1/2018	 September 	2018	
Brazil	 Burlington 	2253	 $120.00 	 $12.00 	" $27,036.00 "	 $639.60 	" $26,396.40 "	" $1,230.00 "	" $25,166.40 "	10/1/2019	 October 	2019	
Brazil	 Burlington 	3202	 $120.00 	 $300.00 	" $960,600.00 "	" $101,595.00 "	" $859,005.00 "	" $651,250.00 "	" $207,755.00 "	11/1/2018	 November 	2018	
India	 Burlington 	3835	 $120.00 	 $12.00 	" $46,020.00 "	" $1,580.28 "	" $44,439.72 "	" $3,039.00 "	" $41,400.72 "	12/1/2019	 December 	2019	
Japan	 Mandarin 	2487	 $250.00 	 $125.00 	" $310,875.00 "	" $25,723.75 "	" $285,151.25 "	" $189,960.00 "	" $95,191.25 "	6/1/2019	 June 	2019	
Japan	 Mandarin 	4428	 $250.00 	 $15.00 	" $66,420.00 "	" $3,051.75 "	" $63,368.25 "	" $15,650.00 "	" $47,718.25 "	10/1/2019	 October 	2019	
Japan	 Luxe 	1200	 $260.00 	 $125.00 	" $150,000.00 "	" $26,958.75 "	" $123,041.25 "	" $199,080.00 "	" $(76,038.75)"	1/1/2019	 January 	2019	
United Kingdom	 Luxe 	2953	 $260.00 	 $7.00 	" $20,671.00 "	" $1,082.90 "	" $19,588.10 "	" $5,950.00 "	" $13,638.10 "	6/1/2019	 June 	2019	
Brazil	 Luxe 	1453	 $260.00 	 $12.00 	" $17,436.00 "	 $639.60 	" $16,796.40 "	" $1,230.00 "	" $15,566.40 "	10/1/2019	 October 	2019	
India	 Luxe 	865	 $260.00 	 $12.00 	" $10,380.00 "	" $2,761.20 "	" $7,618.80 "	" $5,310.00 "	" $2,308.80 "	12/1/2018	 December 	2018	
Brazil	 Kensington 	1072	 $3.00 	 $20.00 	" $21,440.00 "	" $7,221.20 "	" $14,218.80 "	" $25,790.00 "	" $(11,571.20)"	4/1/2019	 April 	2019	
United States of America	 Kensington 	1737	 $3.00 	 $20.00 	" $34,740.00 "	" $4,880.40 "	" $29,859.60 "	" $17,430.00 "	" $12,429.60 "	5/1/2019	 May 	2019	
United States of America	 Kensington 	1535	 $3.00 	 $7.00 	" $10,745.00 "	" $2,936.08 "	" $7,808.92 "	" $14,980.00 "	" $(7,171.08)"	10/1/2018	 October 	2018	
India	 Kensington 	2532	 $3.00 	 $7.00 	" $17,724.00 "	 $274.40 	" $17,449.60 "	" $1,400.00 "	" $16,049.60 "	12/1/2019	 December 	2019	
United Kingdom	 Royal Oak 	1765	 $5.00 	 $7.00 	" $12,355.00 "	 $287.14 	" $12,067.86 "	" $1,465.00 "	" $10,602.86 "	2/1/2019	 February 	2019	
United States of America	 Royal Oak 	1567	 $5.00 	 $7.00 	" $10,969.00 "	" $2,936.08 "	" $8,032.92 "	" $14,980.00 "	" $(6,947.08)"	10/1/2018	 October 	2018	
India	 Vermont 	2640	 $10.00 	 $15.00 	" $39,600.00 "	 $583.80 	" $39,016.20 "	" $2,780.00 "	" $36,236.20 "	2/1/2019	 February 	2019	
Japan	 Vermont 	3079	 $10.00 	 $20.00 	" $61,580.00 "	" $6,798.40 "	" $54,781.60 "	" $24,280.00 "	" $30,501.60 "	3/1/2019	 March 	2019	
United States of America	 Vermont 	4130	 $10.00 	 $15.00 	" $61,950.00 "	" $3,710.70 "	" $58,239.30 "	" $17,670.00 "	" $40,569.30 "	9/1/2019	 September 	2019	
United Kingdom	 Vermont 	2938	 $10.00 	 $12.00 	" $35,256.00 "	" $2,340.24 "	" $32,915.76 "	" $4,179.00 "	" $28,736.76 "	10/1/2019	 October 	2019	
India	 Mandarin 	3080	 $250.00 	 $7.00 	" $21,560.00 "	 $274.40 	" $21,285.60 "	" $1,400.00 "	" $19,885.60 "	12/1/2019	 December 	2019	
United Kingdom	 Luxe 	1530	 $260.00 	 $12.00 	" $18,360.00 "	" $2,340.24 "	" $16,019.76 "	" $4,179.00 "	" $11,840.76 "	10/1/2019	 October 	2019	
United States of America	 Luxe 	3537	 $260.00 	 $12.00 	" $42,444.00 "	" $3,385.20 "	" $39,058.80 "	" $6,045.00 "	" $33,013.80 "	12/1/2018	 December 	2018	
Brazil	 Kensington 	2021	 $3.00 	 $300.00 	" $606,300.00 "	" $33,642.00 "	" $572,658.00 "	" $200,250.00 "	" $372,408.00 "	7/1/2019	 July 	2019	
United Kingdom	 Kensington 	1804	 $3.00 	 $125.00 	" $225,500.00 "	" $17,902.50 "	" $207,597.50 "	" $122,760.00 "	" $84,837.50 "	9/1/2018	 September 	2018	
Japan	 Kensington 	1014	 $3.00 	 $300.00 	" $304,200.00 "	" $62,832.00 "	" $241,368.00 "	" $374,000.00 "	" $(132,632.00)"	10/1/2019	 October 	2019	
United States of America	 Kensington 	2913	 $3.00 	 $300.00 	" $873,900.00 "	" $42,420.00 "	" $831,480.00 "	" $252,500.00 "	" $578,980.00 "	10/1/2019	 October 	2019	
India	 Kensington 	763	 $3.00 	 $15.00 	" $11,445.00 "	" $3,177.30 "	" $8,267.70 "	" $15,130.00 "	" $(6,862.30)"	11/1/2019	 November 	2019	
Japan	 Kensington 	1425	 $3.00 	 $15.00 	" $21,375.00 "	" $4,830.00 "	" $16,545.00 "	" $23,000.00 "	" $(6,455.00)"	12/1/2019	 December 	2019	
Brazil	 Kensington 	4357	 $3.00 	 $125.00 	" $544,625.00 "	" $49,367.50 "	" $495,257.50 "	" $338,520.00 "	" $156,737.50 "	12/1/2018	 December 	2018	
Japan	 Royal Oak 	2138	 $5.00 	 $350.00 	" $748,300.00 "	" $109,147.50 "	" $639,152.50 "	" $579,150.00 "	" $60,002.50 "	1/1/2019	 January 	2019	
India	 Royal Oak 	3825	 $5.00 	 $350.00 	" $1,338,750.00 "	" $58,751.00 "	" $1,279,999.00 "	" $311,740.00 "	" $968,259.00 "	4/1/2019	 April 	2019	
Japan	 Royal Oak 	3393	 $5.00 	 $350.00 	" $1,187,550.00 "	" $9,800.00 "	" $1,177,750.00 "	" $52,000.00 "	" $1,125,750.00 "	5/1/2019	 May 	2019	
Japan	 Royal Oak 	2215	 $5.00 	 $7.00 	" $15,505.00 "	 $380.24 	" $15,124.76 "	" $1,940.00 "	" $13,184.76 "	9/1/2019	 September 	2019	
Brazil	 Royal Oak 	2278	 $5.00 	 $7.00 	" $15,946.00 "	" $1,692.46 "	" $14,253.54 "	" $8,635.00 "	" $5,618.54 "	10/1/2018	 October 	2018	
Japan	 Royal Oak 	403	 $5.00 	 $15.00 	" $6,045.00 "	" $4,830.00 "	" $1,215.00 "	" $23,000.00 "	" $(21,785.00)"	12/1/2019	 December 	2019	
Brazil	 Vermont 	289	 $10.00 	 $20.00 	" $5,780.00 "	 $728.00 	" $5,052.00 "	" $2,600.00 "	" $2,452.00 "	2/1/2019	 February 	2019	
Japan	 Vermont 	749	 $10.00 	 $15.00 	" $11,235.00 "	" $5,187.00 "	" $6,048.00 "	" $24,700.00 "	" $(18,652.00)"	9/1/2018	 September 	2018	
Japan	 Vermont 	372	 $10.00 	 $15.00 	" $5,580.00 "	" $3,660.30 "	" $1,919.70 "	" $17,430.00 "	" $(15,510.30)"	10/1/2018	 October 	2018	
United States of America	 Vermont 	3781	 $10.00 	 $12.00 	" $45,372.00 "	" $4,895.52 "	" $40,476.48 "	" $8,742.00 "	" $31,734.48 "	10/1/2019	 October 	2019	
United Kingdom	 Vermont 	1785	 $10.00 	 $7.00 	" $12,495.00 "	" $1,696.38 "	" $10,798.62 "	" $8,655.00 "	" $2,143.62 "	10/1/2019	 October 	2019	
Japan	 Vermont 	4029	 $10.00 	 $350.00 	" $1,410,150.00 "	" $34,300.00 "	" $1,375,850.00 "	" $182,000.00 "	" $1,193,850.00 "	11/1/2019	 November 	2019	
Japan	 Vermont 	2813	 $10.00 	 $12.00 	" $33,756.00 "	" $3,732.96 "	" $30,023.04 "	" $6,666.00 "	" $23,357.04 "	11/1/2018	 November 	2018	
United States of America	 Vermont 	2150	 $10.00 	 $350.00 	" $752,500.00 "	" $57,673.00 "	" $694,827.00 "	" $306,020.00 "	" $388,807.00 "	11/1/2019	 November 	2019	
United Kingdom	 Vermont 	2093	 $10.00 	 $350.00 	" $732,550.00 "	" $94,178.00 "	" $638,372.00 "	" $499,720.00 "	" $138,652.00 "	11/1/2018	 November 	2018	
Brazil	 Burlington 	4391	 $120.00 	 $125.00 	" $548,875.00 "	" $27,562.50 "	" $521,312.50 "	" $189,000.00 "	" $332,312.50 "	2/1/2019	 February 	2019	
United States of America	 Burlington 	2695	 $120.00 	 $20.00 	" $53,900.00 "	" $1,696.80 "	" $52,203.20 "	" $6,060.00 "	" $46,143.20 "	4/1/2019	 April 	2019	
United States of America	 Burlington 	1337	 $120.00 	 $300.00 	" $401,100.00 "	" $103,320.00 "	" $297,780.00 "	" $615,000.00 "	" $(317,220.00)"	7/1/2019	 July 	2019	
Japan	 Burlington 	2621	 $120.00 	 $300.00 	" $786,300.00 "	" $11,298.00 "	" $775,002.00 "	" $67,250.00 "	" $707,752.00 "	10/1/2018	 October 	2018	
India	 Burlington 	3735	 $120.00 	 $300.00 	" $1,120,500.00 "	" $106,512.00 "	" $1,013,988.00 "	" $634,000.00 "	" $379,988.00 "	11/1/2018	 November 	2018	
Brazil	 Mandarin 	4320	 $250.00 	 $7.00 	" $30,240.00 "	" $2,844.94 "	" $27,395.06 "	" $14,515.00 "	" $12,880.06 "	3/1/2019	 March 	2019	
United States of America	 Mandarin 	2828	 $250.00 	 $300.00 	" $848,400.00 "	" $106,722.00 "	" $741,678.00 "	" $635,250.00 "	" $106,428.00 "	8/1/2019	 August 	2019	
Japan	 Mandarin 	2586	 $250.00 	 $300.00 	" $775,800.00 "	" $11,298.00 "	" $764,502.00 "	" $67,250.00 "	" $697,252.00 "	10/1/2018	 October 	2018	
Japan	 Mandarin 	1248	 $250.00 	 $300.00 	" $374,400.00 "	" $62,832.00 "	" $311,568.00 "	" $374,000.00 "	" $(62,432.00)"	10/1/2019	 October 	2019	
United States of America	 Mandarin 	4035	 $250.00 	 $300.00 	" $1,210,500.00 "	" $42,420.00 "	" $1,168,080.00 "	" $252,500.00 "	" $915,580.00 "	10/1/2019	 October 	2019	
United Kingdom	 Mandarin 	359	 $250.00 	 $350.00 	" $125,650.00 "	" $62,769.00 "	" $62,881.00 "	" $333,060.00 "	" $(270,179.00)"	12/1/2018	 December 	2018	
Japan	 Luxe 	3926	 $260.00 	 $300.00 	" $1,177,800.00 "	" $37,296.00 "	" $1,140,504.00 "	" $222,000.00 "	" $918,504.00 "	3/1/2019	 March 	2019	
United States of America	 Luxe 	4247	 $260.00 	 $125.00 	" $530,875.00 "	" $49,770.00 "	" $481,105.00 "	" $341,280.00 "	" $139,825.00 "	5/1/2019	 May 	2019	
United Kingdom	 Luxe 	2695	 $260.00 	 $12.00 	" $32,340.00 "	" $4,158.00 "	" $28,182.00 "	" $7,425.00 "	" $20,757.00 "	8/1/2019	 August 	2019	
Japan	 Luxe 	1104	 $260.00 	 $15.00 	" $16,560.00 "	" $3,660.30 "	" $12,899.70 "	" $17,430.00 "	" $(4,530.30)"	10/1/2018	 October 	2018	
United States of America	 Luxe 	1449	 $260.00 	 $12.00 	" $17,388.00 "	" $4,895.52 "	" $12,492.48 "	" $8,742.00 "	" $3,750.48 "	10/1/2019	 October 	2019	
United Kingdom	 Luxe 	1131	 $260.00 	 $7.00 	" $7,917.00 "	" $1,696.38 "	" $6,220.62 "	" $8,655.00 "	" $(2,434.38)"	10/1/2019	 October 	2019	
Brazil	 Luxe 	1468	 $260.00 	 $7.00 	" $10,276.00 "	" $1,692.46 "	" $8,583.54 "	" $8,635.00 "	 $(51.46)	10/1/2018	 October 	2018	
Brazil	 Luxe 	1272	 $260.00 	 $15.00 	" $19,080.00 "	" $3,927.00 "	" $15,153.00 "	" $18,700.00 "	" $(3,547.00)"	11/1/2018	 November 	2018	
United Kingdom	 Kensington 	1403	 $3.00 	 $125.00 	" $175,375.00 "	" $22,012.50 "	" $153,362.50 "	" $140,880.00 "	" $12,482.50 "	8/1/2019	 August 	2019	
India	 Kensington 	2161	 $3.00 	 $125.00 	" $270,125.00 "	" $51,881.25 "	" $218,243.75 "	" $332,040.00 "	" $(113,796.25)"	8/1/2019	 August 	2019	
India	 Kensington 	1937	 $3.00 	 $125.00 	" $242,125.00 "	" $20,343.75 "	" $221,781.25 "	" $130,200.00 "	" $91,581.25 "	10/1/2019	 October 	2019	
Brazil	 Royal Oak 	2879	 $5.00 	 $300.00 	" $863,700.00 "	" $24,570.00 "	" $839,130.00 "	" $136,500.00 "	" $702,630.00 "	10/1/2019	 October 	2019	
India	 Vermont 	1330	 $10.00 	 $20.00 	" $26,600.00 "	" $3,474.00 "	" $23,126.00 "	" $11,580.00 "	" $11,546.00 "	3/1/2019	 March 	2019	
Japan	 Vermont 	2426	 $10.00 	 $15.00 	" $36,390.00 "	" $3,631.50 "	" $32,758.50 "	" $16,140.00 "	" $16,618.50 "	4/1/2019	 April 	2019	
Brazil	 Vermont 	2033	 $10.00 	 $7.00 	" $14,231.00 "	" $2,661.75 "	" $11,569.25 "	" $12,675.00 "	" $(1,105.75)"	4/1/2019	 April 	2019	
Brazil	 Vermont 	2029	 $10.00 	 $350.00 	" $710,150.00 "	" $149,677.50 "	" $560,472.50 "	" $741,260.00 "	" $(180,787.50)"	5/1/2019	 May 	2019	
Japan	 Vermont 	1049	 $10.00 	 $15.00 	" $15,735.00 "	" $5,757.75 "	" $9,977.25 "	" $25,590.00 "	" $(15,612.75)"	8/1/2019	 August 	2019	
United States of America	 Vermont 	1062	 $10.00 	 $20.00 	" $21,240.00 "	 $801.00 	" $20,439.00 "	" $2,670.00 "	" $17,769.00 "	10/1/2018	 October 	2018	
India	 Vermont 	2509	 $10.00 	 $125.00 	" $313,625.00 "	" $20,343.75 "	" $293,281.25 "	" $130,200.00 "	" $163,081.25 "	10/1/2019	 October 	2019	
India	 Vermont 	1743	 $10.00 	 $15.00 	" $26,145.00 "	" $2,643.75 "	" $23,501.25 "	" $11,750.00 "	" $11,751.25 "	10/1/2019	 October 	2019	
United States of America	 Vermont 	3418	 $10.00 	 $350.00 	" $1,196,300.00 "	" $105,367.50 "	" $1,090,932.50 "	" $521,820.00 "	" $569,112.50 "	11/1/2018	 November 	2018	
Brazil	 Vermont 	1751	 $10.00 	 $350.00 	" $612,850.00 "	" $112,927.50 "	" $499,922.50 "	" $559,260.00 "	" $(59,337.50)"	11/1/2018	 November 	2018	
United States of America	 Vermont 	3228	 $10.00 	 $12.00 	" $38,736.00 "	" $1,645.20 "	" $37,090.80 "	" $2,742.00 "	" $34,348.80 "	12/1/2019	 December 	2019	
United Kingdom	 Vermont 	1105	 $10.00 	 $20.00 	" $22,100.00 "	 $879.00 	" $21,221.00 "	" $2,930.00 "	" $18,291.00 "	12/1/2019	 December 	2019	
Brazil	 Burlington 	2778	 $120.00 	 $12.00 	" $33,336.00 "	 $900.00 	" $32,436.00 "	" $1,500.00 "	" $30,936.00 "	3/1/2019	 March 	2019	
United Kingdom	 Burlington 	1173	 $120.00 	 $15.00 	" $17,595.00 "	" $6,358.50 "	" $11,236.50 "	" $28,260.00 "	" $(17,023.50)"	5/1/2019	 May 	2019	
United Kingdom	 Burlington 	3160	 $120.00 	 $125.00 	" $395,000.00 "	" $12,431.25 "	" $382,568.75 "	" $79,560.00 "	" $303,008.75 "	9/1/2019	 September 	2019	
United States of America	 Burlington 	4322	 $120.00 	 $300.00 	" $1,296,600.00 "	" $115,830.00 "	" $1,180,770.00 "	" $643,500.00 "	" $537,270.00 "	11/1/2018	 November 	2018	
United States of America	 Burlington 	1901	 $120.00 	 $125.00 	" $237,625.00 "	" $45,712.50 "	" $191,912.50 "	" $292,560.00 "	" $(100,647.50)"	12/1/2018	 December 	2018	
United States of America	 Burlington 	2980	 $120.00 	 $12.00 	" $35,760.00 "	" $1,645.20 "	" $34,114.80 "	" $2,742.00 "	" $31,372.80 "	12/1/2019	 December 	2019	
Japan	 Mandarin 	4068	 $250.00 	 $20.00 	" $81,360.00 "	" $2,596.50 "	" $78,763.50 "	" $8,655.00 "	" $70,108.50 "	7/1/2019	 July 	2019	
India	 Mandarin 	2105	 $250.00 	 $15.00 	" $31,575.00 "	" $1,107.00 "	" $30,468.00 "	" $4,920.00 "	" $25,548.00 "	7/1/2019	 July 	2019	
United States of America	 Mandarin 	1647	 $250.00 	 $20.00 	" $32,940.00 "	 $801.00 	" $32,139.00 "	" $2,670.00 "	" $29,469.00 "	10/1/2018	 October 	2018	
India	 Mandarin 	235	 $250.00 	 $15.00 	" $3,525.00 "	" $2,643.75 "	 $881.25 	" $11,750.00 "	" $(10,868.75)"	10/1/2019	 October 	2019	
Japan	 Mandarin 	3617	 $250.00 	 $125.00 	" $452,125.00 "	" $55,387.50 "	" $396,737.50 "	" $354,480.00 "	" $42,257.50 "	11/1/2018	 November 	2018	
India	 Mandarin 	2106	 $250.00 	 $125.00 	" $263,250.00 "	" $10,350.00 "	" $252,900.00 "	" $66,240.00 "	" $186,660.00 "	11/1/2019	 November 	2019	
United Kingdom	 Mandarin 	2351	 $250.00 	 $20.00 	" $47,020.00 "	 $879.00 	" $46,141.00 "	" $2,930.00 "	" $43,211.00 "	12/1/2019	 December 	2019	
United Kingdom	 Luxe 	1897	 $260.00 	 $300.00 	" $569,100.00 "	" $111,375.00 "	" $457,725.00 "	" $618,750.00 "	" $(161,025.00)"	3/1/2019	 March 	2019	
Brazil	 Luxe 	647	 $260.00 	 $300.00 	" $194,100.00 "	" $24,570.00 "	" $169,530.00 "	" $136,500.00 "	" $33,030.00 "	10/1/2019	 October 	2019	
Brazil	 Royal Oak 	3621	 $5.00 	 $7.00 	" $25,347.00 "	" $1,436.40 "	" $23,910.60 "	" $6,840.00 "	" $17,070.60 "	2/1/2019	 February 	2019	
Japan	 Vermont 	3221	 $10.00 	 $7.00 	" $22,547.00 "	 $759.15 	" $21,787.85 "	" $3,615.00 "	" $18,172.85 "	4/1/2019	 April 	2019	
United States of America	 Mandarin 	493	 $250.00 	 $12.00 	" $5,916.00 "	" $3,250.80 "	" $2,665.20 "	" $5,418.00 "	" $(2,752.80)"	5/1/2019	 May 	2019	
